"Category","ServerName","TaskPath","TaskName","State","RunAs","Actions","LastRunTime","LastResult","NextRunTime","Author","Description"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\User Profile Service\","HiveUploadTask","Disabled","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011","8/20/2026 5:18:18 PM","Microsoft Corporation","This task will automatically upload a roaming user profile's registry hive to its network location."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\WDI\","ResolutionHost","Ready",,"CimInstance","8/11/2026 10:59:59 PM","0",,"Microsoft Corporation","The Windows Diagnostic Infrastructure Resolution host enables interactive resolutions for system problems detected by the Diagnostic Policy Service. It is triggered when necessary by the Diagnostic Policy Service in the appropriate user session. If the Diagnostic Policy Service is not running, the task will not run"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Windows Defender\","Windows Defender Cache Maintenance","Ready","SYSTEM","%ProgramFiles%\Windows Defender\MpCmdRun.exe -IdleTask -TaskName WdCacheMaintenance","8/14/2026 3:17:17 PM","0",,,"Periodic maintenance task."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Windows Defender\","Windows Defender Cleanup","Ready","SYSTEM","%ProgramFiles%\Windows Defender\MpCmdRun.exe -IdleTask -TaskName WdCleanup","8/14/2026 3:17:17 PM","0",,,"Periodic cleanup task."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Windows Defender\","Windows Defender Scheduled Scan","Ready","SYSTEM","%ProgramFiles%\Windows Defender\MpCmdRun.exe Scan -ScheduleJob","8/14/2026 3:17:17 PM","0",,,"Periodic scan task."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Windows Defender\","Windows Defender Verification","Ready","SYSTEM","%ProgramFiles%\Windows Defender\MpCmdRun.exe -IdleTask -TaskName WdVerification","8/14/2026 3:17:17 PM","0",,,"Periodic verification task."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Windows Error Reporting\","QueueReporting","Ready","SYSTEM","%windir%\system32\wermgr.exe -upload","8/20/2026 10:22:22 AM","0","8/20/2026 6:31:31 PM","Microsoft Corporation","Windows Error Reporting task to process queued reports."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Windows Filtering Platform\","BfeOnServiceStartTypeChange","Ready","SYSTEM","%windir%\system32\rundll32.exe bfe.dll,BfeOnServiceStartTypeChange","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task adjusts the start type for firewall-triggered services when the start type of the Base Filtering Engine (BFE) is disabled."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\WindowsColorSystem\","Calibration Loader","Disabled",,"CimInstance","8/11/2026 8:45:45 PM","0",,"Microsoft Corporation","This task applies color calibration settings."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\WindowsUpdate\","Automatic App Update","Ready",,"CimInstance","8/20/2026 12:45:45 PM","0","8/20/2026 7:30:30 PM","Microsoft Corporation","Automatically updates the user's Windows store applications."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\WindowsUpdate\","Scheduled Start","Ready","SYSTEM","C:\Windows\system32\sc.exe start wuauserv","8/19/2026 7:36:36 PM","0","8/20/2026 3:06:06 PM","Microsoft Corporation.","This task is used to start the Windows Update service when needed to perform scheduled operations such as scans."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\WindowsUpdate\","sih","Ready","SYSTEM","%systemroot%\System32\sihclient.exe","8/19/2026 9:02:02 PM","0","8/21/2026 12:23:23 PM","Microsoft Corporation.","This daily task launches the SIH client (server-initiated healing) to detect and fix system components that are vital to automatic updating of Windows and Microsoft software installed on the machine.  This task can go online, evaluate applicability of healing actions, download necessary payloads to execute the actions, and execute healing actions."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\WindowsUpdate\","sihboot","Ready","SYSTEM","%systemroot%\System32\sihclient.exe /boot","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation.","This boot task launches the SIH client to finish executing healing actions to fix the system components vital to automatic updating of Windows and Microsoft software installed on the machine.  It is enabled only when the daily SIH client task fails to complete execution of applicable healing actions.  This boot task never goes online and does not evaluate applicability of healing actions."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Wininet\","CacheTask","Running",,"CimInstance","8/17/2026 9:47:47 AM","267009",,"Microsoft","Wininet Cache Task"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Workplace Join\","Automatic-Device-Join","Disabled","SYSTEM","%SystemRoot%\System32\dsregcmd.exe","11/30/1999 6:00:00 PM","267011",,,"Register this computer if the computer is already joined to an Active Directory domain."
"ScheduledTask","192.168.149.10","\Microsoft\XblGameSave\","XblGameSaveTask","Ready","SYSTEM","%windir%\System32\XblGameSaveTask.exe standby","8/14/2026 3:17:17 PM","0",,"Microsoft","XblGameSave Standby Task"
"ScheduledTask","192.168.149.10","\Microsoft\XblGameSave\","XblGameSaveTaskLogon","Ready","SYSTEM","%windir%\System32\XblGameSaveTask.exe logon","8/17/2026 9:47:47 AM","0",,"Microsoft","XblGameSave Logon Task"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\.NET Framework\",".NET Framework NGEN v4.0.30319","Ready","SYSTEM","CimInstance","8/14/2026 10:59:59 AM","2147946720",,,
"ScheduledTask","192.168.149.130","\Microsoft\Windows\.NET Framework\",".NET Framework NGEN v4.0.30319 64","Ready","SYSTEM","CimInstance","8/14/2026 3:17:17 PM","0",,,
"ScheduledTask","192.168.149.130","\Microsoft\Windows\.NET Framework\",".NET Framework NGEN v4.0.30319 64 Critical","Disabled","SYSTEM","CimInstance","8/6/2026 4:02:02 PM","0",,,
"ScheduledTask","192.168.149.130","\Microsoft\Windows\.NET Framework\",".NET Framework NGEN v4.0.30319 Critical","Disabled","SYSTEM","CimInstance","8/6/2026 4:02:02 PM","0",,,
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Active Directory Rights Management Services Client\","AD RMS Rights Policy Template Management (Automated)","Disabled",,"CimInstance","11/30/1999 6:00:00 PM","267011","8/20/2026 8:24:24 PM","Microsoft Corporation","Updates the AD RMS rights policy templates for the user. This job does not provide a credential prompt if authentication to the template distribution web service on the server fails. In this case, it fails silently."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Active Directory Rights Management Services Client\","AD RMS Rights Policy Template Management (Manual)","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Updates the AD RMS rights policy templates for the user. This job provides a credential prompt if authentication to the template distribution web service on the server fails."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\AppID\","EDP Policy Manager","Ready","LOCAL SERVICE","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task performs steps necessary to configure Enterprise Data Protection."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\AppID\","PolicyConverter","Disabled","SYSTEM","%windir%\system32\appidpolicyconverter.exe","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Converts the software restriction policies policy from XML into binary format."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\AppID\","SmartScreenSpecific","Ready","SYSTEM","CimInstance","8/17/2026 9:04:04 PM","0",,"Microsoft Corporation","Task that collects data for SmartScreen in Windows"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\AppID\","VerifiedPublisherCertStoreCheck","Disabled","LOCAL SERVICE","%windir%\system32\appidcertstorecheck.exe","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Inspects the AppID certificate cache for invalid or revoked certificates."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Application Experience\","Microsoft Compatibility Appraiser","Ready","SYSTEM","%windir%\system32\compattelrunner.exe","8/19/2026 9:23:23 PM","0","8/20/2026 8:04:04 PM","$(@%SystemRoot%\system32\appraiser.dll,-501)","$(@%SystemRoot%\system32\appraiser.dll,-502)"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Application Experience\","ProgramDataUpdater","Ready","SYSTEM","%windir%\system32\compattelrunner.exe -maintenance","8/14/2026 3:17:17 PM","0",,"$(@%SystemRoot%\system32\invagent.dll,-701)","$(@%SystemRoot%\system32\invagent.dll,-702)"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Application Experience\","StartupAppTask","Ready",,"%windir%\system32\rundll32.exe Startupscan.dll,SusRunTask","8/11/2026 9:21:21 PM","0",,"Microsoft Corporation","Scans startup entries and raises notification to the user if there are too many startup entries."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\ApplicationData\","appuriverifierdaily","Ready",,"%windir%\system32\AppHostRegistrationVerifier.exe","8/19/2026 8:00:00 PM","0","8/20/2026 8:00:00 PM","Microsoft Corporation","Verifies AppUriHandler host registrations."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\ApplicationData\","appuriverifierinstall","Ready",,"%windir%\system32\AppHostRegistrationVerifier.exe","8/9/2026 8:09:09 PM","2147946720","8/22/2026 8:00:00 PM","Microsoft Corporation","Verifies AppUriHandler host registrations."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\ApplicationData\","CleanupTemporaryState","Ready","SYSTEM","%windir%\system32\rundll32.exe Windows.Storage.ApplicationData.dll,CleanupTemporaryState","8/14/2026 3:17:17 PM","0",,"Microsoft Corporation","Cleans up each package's unused temporary files."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\ApplicationData\","DsSvcCleanup","Ready","SYSTEM","%windir%\system32\dstokenclean.exe","8/14/2026 3:17:17 PM","2147944153",,"Microsoft Corporation","Performs maintenance for the Data Sharing Service."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\AppxDeploymentClient\","Pre-staged app cleanup","Disabled","SYSTEM","%windir%\system32\rundll32.exe %windir%\system32\AppxDeploymentClient.dll,AppxPreStageCleanupRunTask","8/6/2026 5:02:02 PM","0",,,
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Autochk\","Proxy","Ready","SYSTEM","%windir%\system32\rundll32.exe /d acproxy.dll,PerformAutochkOperations","8/14/2026 3:47:47 PM","0",,"Microsoft Corporation","This task collects and uploads autochk SQM data if opted-in to the Microsoft Customer Experience Improvement Program."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Bluetooth\","UninstallDeviceTask","Ready","SYSTEM","BthUdTask.exe $(Arg0)","11/30/1999 6:00:00 PM","267011",,"Microsoft","Uninstalls the PnP device associated with the specified Bluetooth service ID"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\CertificateServicesClient\","AikCertEnrollTask","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task enrolls a certificate for Attestation Identity Key."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\CertificateServicesClient\","CryptoPolicyTask","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task synchronizes cryptographic policy."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\CertificateServicesClient\","KeyPreGenTask","Ready","SYSTEM","CimInstance","8/11/2026 9:22:22 PM","2148073520",,"Microsoft Corporation","This task pre-generates TPM based Attestation Identity Key (AIK) and Storage Key (SK)."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\CertificateServicesClient\","SystemTask","Ready","SYSTEM","CimInstance","8/20/2026 7:07:07 AM","0",,"Microsoft Corporation","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\CertificateServicesClient\","UserTask","Ready",,"CimInstance","8/20/2026 12:34:34 PM","0",,"Microsoft Corporation","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\CertificateServicesClient\","UserTask-Roam","Ready",,"CimInstance","8/17/2026 8:47:47 PM","0",,"Microsoft Corporation","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Chkdsk\","ProactiveScan","Ready","SYSTEM","CimInstance","8/14/2026 3:17:17 PM","0",,"Microsoft Corporation","NTFS Volume Health Scan"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Clip\","License Validation","Disabled","SYSTEM","%SystemRoot%\system32\ClipUp.exe -p -s -o","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Windows Store legacy license migration task"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\CloudExperienceHost\","CreateObjectTask","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Customer Experience Improvement Program\","Consolidator","Ready","SYSTEM","%SystemRoot%\System32\wsqmcons.exe","8/20/2026 11:00:00 AM","0","8/20/2026 5:00:00 PM","Microsoft Corporation","If the user has consented to participate in the Windows Customer Experience Improvement Program, this job collects and sends usage data to Microsoft."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Customer Experience Improvement Program\","KernelCeipTask","Ready","LOCAL SERVICE","CimInstance","8/14/2026 3:17:17 PM","0",,"Microsoft Corporation","The Kernel CEIP (Customer Experience Improvement Program) task collects additional information about the system and sends this data to Microsoft.  If the user has not consented to participate in Windows CEIP, this task does nothing."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Customer Experience Improvement Program\","UsbCeip","Ready","SYSTEM","CimInstance","8/14/2026 3:17:17 PM","0",,"Microsoft Corporation","The USB CEIP (Customer Experience Improvement Program) task collects Universal Serial Bus related statistics and information about your machine and sends it to the Windows Device Connectivity engineering group at Microsoft.  The information received is used to help improve the reliability, stability, and overall functionality of USB in Windows.  If the user has not consented to participate in Windows CEIP, this task does not do anything."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Data Integrity Scan\","Data Integrity Scan","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011","8/26/2026 10:58:58 PM","Microsoft Corporation","Scans fault-tolerant volumes for latent corruptions"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Data Integrity Scan\","Data Integrity Scan for Crash Recovery","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Scans fault-tolerant volumes for fast crash recovery"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Defrag\","ScheduledDefrag","Ready","SYSTEM","%windir%\system32\defrag.exe -c -h -k -g -$","8/14/2026 3:17:17 PM","0",,"Microsoft Corporation","This task optimizes local storage drives."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Device Information\","Device","Ready","SYSTEM","%windir%\system32\devicecensus.exe","8/19/2026 8:16:16 PM","0","8/20/2026 9:52:52 PM",,
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Device Setup\","Metadata Refresh","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Performs a device metadata refresh on a periodic basis"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Diagnosis\","Scheduled","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","The Windows Scheduled Maintenance Task performs periodic maintenance of the computer system by fixing problems automatically or reporting them through Security and Maintenance."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\DiskCleanup\","SilentCleanup","Ready",,"%windir%\system32\cleanmgr.exe /autoclean /d %systemdrive%","8/11/2026 9:33:33 PM","2147946720",,"Microsoft Corporation","Maintenance task used by the system to launch a silent auto disk cleanup when running low on free disk space."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\DiskDiagnostic\","Microsoft-Windows-DiskDiagnosticDataCollector","Ready","SYSTEM","%windir%\system32\rundll32.exe dfdts.dll,DfdGetDefaultPolicyAndSMART","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","The Windows Disk Diagnostic reports general disk and system information to Microsoft for users participating in the Customer Experience Program."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\DiskDiagnostic\","Microsoft-Windows-DiskDiagnosticResolver","Disabled",,"%windir%\system32\DFDWiz.exe","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","The Microsoft-Windows-DiskDiagnosticResolver warns users about faults reported by hard disks that support the Self Monitoring and Reporting Technology (S.M.A.R.T.) standard. This task is triggered automatically by the Diagnostic Policy Service when a S.M.A.R.T. fault is detected."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\DiskFootprint\","Diagnostics","Ready","SYSTEM","%windir%\system32\disksnapshot.exe -z","8/14/2026 3:17:17 PM","1",,,
"ScheduledTask","192.168.149.130","\Microsoft\Windows\DiskFootprint\","StorageSense","Ready",,"CimInstance","8/11/2026 9:21:21 PM","0",,,
"ScheduledTask","192.168.149.130","\Microsoft\Windows\EDP\","EDP App Launch Task","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","192.168.149.130","\Microsoft\Windows\EDP\","EDP Auth Task","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","192.168.149.130","\Microsoft\Windows\ErrorDetails\","EnableErrorDetailsUpdate","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"$(@%SystemRoot%\system32\ErrorDetailsUpdate.dll,-600)","$(@%SystemRoot%\system32\ErrorDetailsUpdate.dll,-601)"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\ErrorDetails\","ErrorDetailsUpdate","Disabled","NETWORK SERVICE","CimInstance","11/30/1999 6:00:00 PM","267011",,"$(@%systemroot%\system32\ErrorDetailsUpdate.dll,-600)","$(@%SystemRoot%\system32\ErrorDetailsUpdate.dll,-601)"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\LanguageComponentsInstaller\","Installation","Ready",,"CimInstance","8/19/2026 8:49:49 PM","0",,"Microsoft Corporation","Install language components that match the user's language list."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\LanguageComponentsInstaller\","Uninstallation","Ready","SYSTEM","CimInstance","8/14/2026 3:17:17 PM","0",,"Microsoft Corporation","Uninstall language components that are not in any user's language list."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\License Manager\","TempSignedLicenseExchange","Ready",,"CimInstance","8/11/2026 9:21:21 PM","0",,"Microsoft Corporation","Exchanges temporary preinstalled licenses for Windows Store licenses."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Location\","Notifications","Ready",,"%windir%\System32\LocationNotificationWindows.exe","11/30/1999 6:00:00 PM","267011",,,"Location Notification"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Location\","WindowsActionDialog","Ready",,"%windir%\System32\WindowsActionDialog.exe","11/30/1999 6:00:00 PM","267011",,,"Location Notification"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Maintenance\","WinSAT","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft","Measures a system's performance and capabilities"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Maps\","MapsToastTask","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task shows various Map related toasts"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Maps\","MapsUpdateTask","Disabled","NETWORK SERVICE","CimInstance","11/30/1999 6:00:00 PM","267011","8/20/2026 6:50:50 PM","Microsoft Corporation","This task checks for updates to maps which you have downloaded for offline use. Disabling this task will prevent Windows from notifying you of updated maps."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\MemoryDiagnostic\","ProcessMemoryDiagnosticEvents","Disabled",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Schedules a memory diagnostic in response to system events."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\MemoryDiagnostic\","RunFullMemoryDiagnostic","Disabled",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Detects and mitigates problems in physical memory (RAM)."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Mobile Broadband Accounts\","MNO Metadata Parser","Ready","SYSTEM","%SystemRoot%\System32\MbaeParserTask.exe","11/30/1999 6:00:00 PM","267011",,"Microsoft","Mobile Broadband Account Experience Metadata Parser"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\MUI\","LPRemove","Ready","SYSTEM","%windir%\system32\lpremove.exe","8/13/2026 2:59:59 PM","0",,"Microsoft Corporation","Launch language cleanup tool"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Multimedia\","SystemSoundsService","Disabled",,"CimInstance","11/30/1999 6:00:00 PM","267011",,,"System Sounds User Mode Agent"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\NetTrace\","GatherNetworkInfo","Ready",,"%windir%\system32\gatherNetworkInfo.vbs","11/30/1999 6:00:00 PM","267011",,"Microsoft","Network information collector"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Network Controller\","SDN Diagnostics Task","Disabled","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011","8/20/2026 3:00:00 PM","Microsoft Corporation","This task manages SDN diagnostics logs."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Offline Files\","Background Synchronization","Disabled",,"CimInstance","11/30/1999 6:00:00 PM","267011","8/20/2026 3:16:16 PM","Microsoft Corporation","This task controls periodic background synchronization of Offline Files when the user is working in an offline mode."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Offline Files\","Logon Synchronization","Disabled",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task initiates synchronization of Offline Files when a user logs onto the system."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\PI\","Secure-Boot-Update","Ready","SYSTEM","CimInstance","8/6/2026 3:40:40 PM","0",,"Microsoft Corporation","This task updates the Secure Boot variables."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\PI\","Sqm-Tasks","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task gathers information about the Trusted Platform Module (TPM), Secure Boot, and Measured Boot."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\PLA\","Server Manager Performance Monitor","Disabled","SYSTEM","%systemroot%\system32\rundll32.exe %systemroot%\system32\pla.dll,PlaHost ""Server Manager Performance Monitor"" ""$(Arg0)""","11/30/1999 6:00:00 PM","267011",,"The major version number of the operating system.",
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Plug and Play\","Device Install Group Policy","Ready","SYSTEM","CimInstance","8/11/2026 9:10:10 PM","0",,"Microsoft Corporation","Device Installation Group Policy Change Handler"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Plug and Play\","Device Install Reboot Required","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Displays a dialog box that asks the user to restart Windows if it is required to complete installation of a device"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Plug and Play\","Plug and Play Cleanup","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Windows keeps copies of all previously installed device driver packages from Windows Update and other sources, even after installing newer versions of drivers. This task will remove older versions of drivers that are no longer needed. The most current version of each driver package will be kept. This task will also remove state used by devices that have not been detected on this system for a long period of time."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Plug and Play\","Sysprep Generalize Drivers","Ready","SYSTEM","%SystemRoot%\System32\drvinst.exe 6","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Generalize driver state in order to prepare the system to be bootable on any hardware configuration."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Power Efficiency Diagnostics\","AnalyzeSystem","Ready","SYSTEM","CimInstance","8/14/2026 3:27:27 PM","0",,"Microsoft Corporation","This task analyzes the system looking for conditions that may cause high energy use."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Ras\","MobilityManager","Ready","LOCAL SERVICE","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Provides support for the switching of mobility enabled VPN connections if their underlying interface goes down."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\RecoveryEnvironment\","VerifyWinRE","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Validates the Windows Recovery Environment."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Registry\","RegIdleBackup","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Registry Idle Backup Task"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Server Manager\","CleanupOldPerfLogs","Ready","SYSTEM","%systemroot%\system32\cscript.exe /B /nologo %systemroot%\system32\calluxxprovider.vbs $(Arg0) $(Arg1) $(Arg2)","11/30/1999 6:00:00 PM","267011",,"The major version number of the operating system.",
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Server Manager\","ServerManager","Ready",,"%windir%\system32\ServerManagerLauncher.exe","8/17/2026 8:34:34 PM","0",,"Microsoft Corporation","Task for launching Initial Configuration Tasks or Server Manager at logon."
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Servicing\","StartComponentCleanup","Ready","SYSTEM","CimInstance","8/14/2026 3:17:17 PM","0",,,
"ScheduledTask","192.168.149.130","\Microsoft\Windows\SettingSync\","BackgroundUploadTask","Ready",,"CimInstance","8/11/2026 9:21:21 PM","0",,,
"ScheduledTask","192.168.149.130","\Microsoft\Windows\SettingSync\","BackupTask","Ready",,"CimInstance","8/11/2026 9:21:21 PM","0",,,
"ScheduledTask","192.168.149.130","\Microsoft\Windows\SettingSync\","NetworkStateChangeTask","Ready",,"CimInstance","8/17/2026 8:34:34 PM","0",,,
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Shell\","CreateObjectTask","Ready","SYSTEM","CimInstance","8/14/2026 11:24:24 AM","0",,"Microsoft Corporation","Provides support for shell components that access system data"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Shell\","IndexerAutomaticMaintenance","Ready","LOCAL SERVICE","CimInstance","8/14/2026 3:17:17 PM","1",,"Microsoft Corporation","Keeps the search index up to date"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Software Inventory Logging\","Collection","Disabled","SYSTEM","%systemroot%\system32\cmd.exe /d /c %systemroot%\system32\silcollector.cmd publish","11/30/1999 6:00:00 PM","267011","8/20/2026 3:10:10 PM",,
"ScheduledTask","192.168.149.130","\Microsoft\Windows\Software Inventory Logging\","Configuration","Ready","SYSTEM","%systemroot%\system32\cmd.exe /d /c %systemroot%\system32\silcollector.cmd configure","8/14/2026 3:08:08 PM","0",,,
"ScheduledTask","192.168.149.130","\Microsoft\Windows\SoftwareProtectionPlatform\","SvcRestartTask","Ready","NETWORK SERVICE","CimInstance","11/30/1999 6:00:00 PM","267011","8/21/2026 2:07:07 PM","Microsoft Corporation","This task restarts the Software Protection Platform service at the specified time"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\SoftwareProtectionPlatform\","SvcRestartTaskLogon","Disabled",,"CimInstance","8/6/2026 3:40:40 PM","0",,"Microsoft Corporation","This task restarts the Software Protection Platform service when user logon occurs"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\SoftwareProtectionPlatform\","SvcRestartTaskNetwork","Disabled","NETWORK SERVICE","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task restarts the Software Protection Platform service when a new network is detected"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\SpacePort\","SpaceAgentTask","Ready","SYSTEM","%windir%\system32\SpaceAgent.exe","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Storage Spaces Settings"
"ScheduledTask","192.168.149.130","\Microsoft\Windows\SpacePort\","SpaceManagerTask","Ready","SYSTEM","%windir%\system32\spaceman.exe /Work","11/30/1999 6:00:00 PM","267011",,"$(@%SystemRoot%\system32\spaceman.exe,-2)","$(@%SystemRoot%\system32\spaceman.exe,-3)"
